"","date","comuna","region","codigo_comuna","n"
"29912",2020-06-05,"Puyehue","Los Lagos",10304,0
"29913",2020-06-05,"Queilen","Los Lagos",10207,0
"29914",2020-06-05,"Quellon","Los Lagos",10208,1
"29915",2020-06-05,"Quemchi","Los Lagos",10209,0
"29916",2020-06-05,"Quilaco","Biobio",8308,0
"29917",2020-06-05,"Quilicura","Metropolitana",13125,70
"29918",2020-06-05,"Quilleco","Biobio",8309,0
"29919",2020-06-05,"Quillon","Nuble",16107,3
"29920",2020-06-05,"Quillota","Valparaiso",5501,10
"29921",2020-06-05,"Quilpue","Valparaiso",5801,18
"29922",2020-06-05,"Quinchao","Los Lagos",10210,1
"29923",2020-06-05,"Quinta de Tilcoco","Del Libertador General Bernardo O’Higgins",6114,0
"29924",2020-06-05,"Quinta Normal","Metropolitana",13126,72
"29925",2020-06-05,"Quintero","Valparaiso",5107,7
"29926",2020-06-05,"Quirihue","Nuble",16201,1
"29927",2020-06-05,"Rancagua","Del Libertador General Bernardo O’Higgins",6101,22
"29928",2020-06-05,"Ranquil","Nuble",16206,0
"29929",2020-06-05,"Rauco","Maule",7305,0
"29930",2020-06-05,"Recoleta","Metropolitana",13127,161
"29931",2020-06-05,"Renaico","La Araucania",9209,2
"29932",2020-06-05,"Renca","Metropolitana",13128,80
"29933",2020-06-05,"Rengo","Del Libertador General Bernardo O’Higgins",6115,7
"29934",2020-06-05,"Requinoa","Del Libertador General Bernardo O’Higgins",6116,0
"29935",2020-06-05,"Retiro","Maule",7405,1
"29936",2020-06-05,"Rinconada","Valparaiso",5303,1
"29937",2020-06-05,"Rio Bueno","Los Rios",14204,3
"29938",2020-06-05,"Rio Claro","Maule",7108,2
"29939",2020-06-05,"Rio Hurtado","Coquimbo",4305,1
"29940",2020-06-05,"Rio Ibanez","Aysen",11402,0
"29941",2020-06-05,"Rio Negro","Los Lagos",10305,2
"29942",2020-06-05,"Rio Verde","Magallanes y la Antartica",12103,0
"29943",2020-06-05,"Romeral","Maule",7306,5
"29944",2020-06-05,"Saavedra","La Araucania",9116,1
"29945",2020-06-05,"Sagrada Familia","Maule",7307,2
"29946",2020-06-05,"Salamanca","Coquimbo",4204,2
"29947",2020-06-05,"San Antonio","Valparaiso",5601,34
"29948",2020-06-05,"San Bernardo","Metropolitana",13401,123
"29949",2020-06-05,"San Carlos","Nuble",16301,4
"29950",2020-06-05,"San Clemente","Maule",7109,3
"29951",2020-06-05,"San Esteban","Valparaiso",5304,2
"29952",2020-06-05,"San Fabian","Nuble",16304,0
"29953",2020-06-05,"San Felipe","Valparaiso",5701,8
"29954",2020-06-05,"San Fernando","Del Libertador General Bernardo O’Higgins",6301,3
"29955",2020-06-05,"San Gregorio","Magallanes y la Antartica",12104,0
"29956",2020-06-05,"San Ignacio","Nuble",16108,1
"29957",2020-06-05,"San Javier","Maule",7406,3
"29958",2020-06-05,"San Joaquin","Metropolitana",13129,56
"29959",2020-06-05,"San Jose de Maipo","Metropolitana",13203,4
"29960",2020-06-05,"San Juan de la Costa","Los Lagos",10306,1
"29961",2020-06-05,"San Miguel","Metropolitana",13130,75
"29962",2020-06-05,"San Nicolas","Nuble",16305,1
"29963",2020-06-05,"San Pablo","Los Lagos",10307,2
"29964",2020-06-05,"San Pedro","Metropolitana",13505,1
"29965",2020-06-05,"San Pedro de Atacama","Antofagasta",2203,0
"29966",2020-06-05,"San Pedro de la Paz","Biobio",8108,6
"29967",2020-06-05,"San Rafael","Maule",7110,0
"29968",2020-06-05,"San Ramon","Metropolitana",13131,90
"29969",2020-06-05,"San Rosendo","Biobio",8310,0
"29970",2020-06-05,"San Vicente","Del Libertador General Bernardo O’Higgins",6117,5
"29971",2020-06-05,"Santa Barbara","Biobio",8311,0
"29972",2020-06-05,"Santa Cruz","Del Libertador General Bernardo O’Higgins",6310,1
"29973",2020-06-05,"Santa Juana","Biobio",8109,1
"29974",2020-06-05,"Santa Maria","Valparaiso",5706,0
"29975",2020-06-05,"Santiago","Metropolitana",13101,173
"29976",2020-06-05,"Santo Domingo","Valparaiso",5606,1
"29977",2020-06-05,"Sierra Gorda","Antofagasta",2103,0
"29978",2020-06-05,"Talagante","Metropolitana",13601,14
"29979",2020-06-05,"Talca","Maule",7101,15
"29980",2020-06-05,"Talcahuano","Biobio",8110,8
"29981",2020-06-05,"Taltal","Antofagasta",2104,2
"29982",2020-06-05,"Temuco","La Araucania",9101,41
"29983",2020-06-05,"Teno","Maule",7308,3
"29984",2020-06-05,"Teodoro Schmidt","La Araucania",9117,1
"29985",2020-06-05,"Tierra Amarilla","Atacama",3103,0
"29986",2020-06-05,"Tiltil","Metropolitana",13303,5
"29987",2020-06-05,"Timaukel","Magallanes y la Antartica",12303,0
"29988",2020-06-05,"Tirua","Biobio",8207,0
"29989",2020-06-05,"Tocopilla","Antofagasta",2301,1
"29990",2020-06-05,"Tolten","La Araucania",9118,2
"29991",2020-06-05,"Tome","Biobio",8111,3
"29992",2020-06-05,"Torres del Paine","Magallanes y la Antartica",12402,0
"29993",2020-06-05,"Tortel","Aysen",11303,0
"29994",2020-06-05,"Traiguen","La Araucania",9210,1
"29995",2020-06-05,"Treguaco","Nuble",16207,1
"29996",2020-06-05,"Tucapel","Biobio",8312,0
"29997",2020-06-05,"Valdivia","Los Rios",14101,8
"29998",2020-06-05,"Vallenar","Atacama",3301,2
"29999",2020-06-05,"Valparaiso","Valparaiso",5101,43
"30000",2020-06-05,"Vichuquen","Maule",7309,0
"30001",2020-06-05,"Victoria","La Araucania",9211,6
"30002",2020-06-05,"Vicuna","Coquimbo",4106,0
"30003",2020-06-05,"Vilcun","La Araucania",9119,3
"30004",2020-06-05,"Villa Alegre","Maule",7407,2
"30005",2020-06-05,"Villa Alemana","Valparaiso",5804,15
"30006",2020-06-05,"Villarrica","La Araucania",9120,2
"30007",2020-06-05,"Vina del Mar","Valparaiso",5109,49
"30008",2020-06-05,"Vitacura","Metropolitana",13132,23
"30009",2020-06-05,"Yerbas Buenas","Maule",7408,3
"30010",2020-06-05,"Yumbel","Biobio",8313,0
"30011",2020-06-05,"Yungay","Nuble",16109,1
"30012",2020-06-05,"Zapallar","Valparaiso",5405,0
"30013",2020-06-06,"Algarrobo","Valparaiso",5602,4
"30014",2020-06-06,"Alhue","Metropolitana",13502,0
"30015",2020-06-06,"Alto Biobio","Biobio",8314,0
"30016",2020-06-06,"Alto del Carmen","Atacama",3302,1
"30017",2020-06-06,"Alto Hospicio","Tarapaca",1107,16
"30018",2020-06-06,"Ancud","Los Lagos",10202,2
"30019",2020-06-06,"Andacollo","Coquimbo",4103,0
"30020",2020-06-06,"Angol","La Araucania",9201,10
"30021",2020-06-06,"Antartica","Magallanes y la Antartica",12202,0
"30022",2020-06-06,"Antofagasta","Antofagasta",2101,39
"30023",2020-06-06,"Antuco","Biobio",8302,0
"30024",2020-06-06,"Arauco","Biobio",8202,0
"30025",2020-06-06,"Arica","Arica y Parinacota",15101,18
"30026",2020-06-06,"Aysén","Aysen",11201,1
"30027",2020-06-06,"Buin","Metropolitana",13402,31
"30028",2020-06-06,"Bulnes","Nuble",16102,3
"30029",2020-06-06,"Cabildo","Valparaiso",5402,0
"30030",2020-06-06,"Cabo de Hornos","Magallanes y la Antartica",12201,0
"30031",2020-06-06,"Cabrero","Biobio",8303,0
"30032",2020-06-06,"Calama","Antofagasta",2201,39
"30033",2020-06-06,"Calbuco","Los Lagos",10102,0
"30034",2020-06-06,"Caldera","Atacama",3102,0
"30035",2020-06-06,"Calera","Valparaiso",5502,16
"30036",2020-06-06,"Calera de Tango","Metropolitana",13403,3
"30037",2020-06-06,"Calle Larga","Valparaiso",5302,2
"30038",2020-06-06,"Camarones","Arica y Parinacota",15102,0
"30039",2020-06-06,"Camina","Tarapaca",1402,1
"30040",2020-06-06,"Canela","Coquimbo",4202,1
"30041",2020-06-06,"Canete","Biobio",8203,0
"30042",2020-06-06,"Carahue","La Araucania",9102,7
"30043",2020-06-06,"Cartagena","Valparaiso",5603,5
"30044",2020-06-06,"Casablanca","Valparaiso",5102,4
"30045",2020-06-06,"Castro","Los Lagos",10201,0
"30046",2020-06-06,"Catemu","Valparaiso",5702,2
"30047",2020-06-06,"Cauquenes","Maule",7201,10
"30048",2020-06-06,"Cerrillos","Metropolitana",13102,26
"30049",2020-06-06,"Cerro Navia","Metropolitana",13103,131
"30050",2020-06-06,"Chaiten","Los Lagos",10401,0
"30051",2020-06-06,"Chanaral","Atacama",3201,0
"30052",2020-06-06,"Chanco","Maule",7202,3
"30053",2020-06-06,"Chepica","Del Libertador General Bernardo O’Higgins",6302,3
"30054",2020-06-06,"Chiguayante","Biobio",8103,7
"30055",2020-06-06,"Chile Chico","Aysen",11401,0
"30056",2020-06-06,"Chillan","Nuble",16101,15
"30057",2020-06-06,"Chillan Viejo","Nuble",16103,1
"30058",2020-06-06,"Chimbarongo","Del Libertador General Bernardo O’Higgins",6303,2
"30059",2020-06-06,"Cholchol","La Araucania",9121,0
"30060",2020-06-06,"Chonchi","Los Lagos",10203,0
"30061",2020-06-06,"Cisnes","Aysen",11202,0
"30062",2020-06-06,"Cobquecura","Nuble",16202,0
"30063",2020-06-06,"Cochamo","Los Lagos",10103,0
"30064",2020-06-06,"Cochrane","Aysen",11301,0
"30065",2020-06-06,"Codegua","Del Libertador General Bernardo O’Higgins",6102,1
"30066",2020-06-06,"Coelemu","Nuble",16203,2
"30067",2020-06-06,"Coihueco","Nuble",16302,2
"30068",2020-06-06,"Coinco","Del Libertador General Bernardo O’Higgins",6103,3
"30069",2020-06-06,"Colbun","Maule",7402,4
"30070",2020-06-06,"Colchane","Tarapaca",1403,0
"30071",2020-06-06,"Colina","Metropolitana",13301,52
"30072",2020-06-06,"Collipulli","La Araucania",9202,3
"30073",2020-06-06,"Coltauco","Del Libertador General Bernardo O’Higgins",6104,3
"30074",2020-06-06,"Combarbala","Coquimbo",4302,0
"30075",2020-06-06,"Concepcion","Biobio",8101,12
"30076",2020-06-06,"Conchali","Metropolitana",13104,107
"30077",2020-06-06,"Concon","Valparaiso",5103,3
"30078",2020-06-06,"Constitucion","Maule",7102,5
"30079",2020-06-06,"Contulmo","Biobio",8204,0
"30080",2020-06-06,"Copiapo","Atacama",3101,1
"30081",2020-06-06,"Coquimbo","Coquimbo",4102,13
"30082",2020-06-06,"Coronel","Biobio",8102,10
"30083",2020-06-06,"Corral","Los Rios",14102,0
"30084",2020-06-06,"Coyhaique","Aysen",11101,2
"30085",2020-06-06,"Cunco","La Araucania",9103,7
"30086",2020-06-06,"Curacautin","La Araucania",9203,2
"30087",2020-06-06,"Curacavi","Metropolitana",13503,8
"30088",2020-06-06,"Curaco de Velez","Los Lagos",10204,0
"30089",2020-06-06,"Curanilahue","Biobio",8205,0
"30090",2020-06-06,"Curarrehue","La Araucania",9104,0
"30091",2020-06-06,"Curepto","Maule",7103,4
"30092",2020-06-06,"Curico","Maule",7301,16
"30093",2020-06-06,"Dalcahue","Los Lagos",10205,1
"30094",2020-06-06,"Desconocido Antofagasta","Antofagasta",0,0
"30095",2020-06-06,"Desconocido Araucania","La Araucania",0,0
"30096",2020-06-06,"Desconocido Arica y Parinacota","Arica y Parinacota",0,0
"30097",2020-06-06,"Desconocido Atacama","Atacama",0,0
"30098",2020-06-06,"Desconocido Aysen","Aysen",0,0
"30099",2020-06-06,"Desconocido Biobio","Biobio",0,0
"30100",2020-06-06,"Desconocido Coquimbo","Coquimbo",0,0
"30101",2020-06-06,"Desconocido Del Libertador General Bernardo O’Higgins",NA,0,0
"30102",2020-06-06,"Desconocido La Araucania",NA,0,0
"30103",2020-06-06,"Desconocido Los Lagos","Los Lagos",0,0
"30104",2020-06-06,"Desconocido Los Rios","Los Rios",0,0
"30105",2020-06-06,"Desconocido Magallanes","Magallanes y la Antartica",0,0
"30106",2020-06-06,"Desconocido Magallanes y la Antartica",NA,0,0
"30107",2020-06-06,"Desconocido Maule","Maule",0,0
"30108",2020-06-06,"Desconocido Metropolitana","Metropolitana",0,0
"30109",2020-06-06,"Desconocido Nuble","Nuble",0,0
"30110",2020-06-06,"Desconocido O'Higgins",NA,0,0
"30111",2020-06-06,"Desconocido O’Higgins","Del Libertador General Bernardo O’Higgins",0,0
"30112",2020-06-06,"Desconocido Tarapaca","Tarapaca",0,0
"30113",2020-06-06,"Desconocido Valparaiso","Valparaiso",0,0
"30114",2020-06-06,"Diego de Almagro","Atacama",3202,0
"30115",2020-06-06,"Donihue","Del Libertador General Bernardo O’Higgins",6105,4
"30116",2020-06-06,"El Bosque","Metropolitana",13105,81
"30117",2020-06-06,"El Carmen","Nuble",16104,1
"30118",2020-06-06,"El Monte","Metropolitana",13602,11
"30119",2020-06-06,"El Quisco","Valparaiso",5604,5
"30120",2020-06-06,"El Tabo","Valparaiso",5605,5
"30121",2020-06-06,"Empedrado","Maule",7104,1
"30122",2020-06-06,"Ercilla","La Araucania",9204,0
"30123",2020-06-06,"Estacion Central","Metropolitana",13106,85
"30124",2020-06-06,"Florida","Biobio",8104,1
"30125",2020-06-06,"Freire","La Araucania",9105,1
"30126",2020-06-06,"Freirina","Atacama",3303,0
"30127",2020-06-06,"Fresia","Los Lagos",10104,1
"30128",2020-06-06,"Frutillar","Los Lagos",10105,1
"30129",2020-06-06,"Futaleufu","Los Lagos",10402,0
"30130",2020-06-06,"Futrono","Los Rios",14202,0
"30131",2020-06-06,"Galvarino","La Araucania",9106,2
"30132",2020-06-06,"General Lagos","Arica y Parinacota",15202,0
"30133",2020-06-06,"Gorbea","La Araucania",9107,3
"30134",2020-06-06,"Graneros","Del Libertador General Bernardo O’Higgins",6106,2
"30135",2020-06-06,"Guaitecas","Aysen",11203,0
"30136",2020-06-06,"Hijuelas","Valparaiso",5503,4
"30137",2020-06-06,"Hualaihue","Los Lagos",10403,0
"30138",2020-06-06,"Hualane","Maule",7302,2
"30139",2020-06-06,"Hualpen","Biobio",8112,4
"30140",2020-06-06,"Hualqui","Biobio",8105,0
"30141",2020-06-06,"Huara","Tarapaca",1404,2
"30142",2020-06-06,"Huasco","Atacama",3304,0
"30143",2020-06-06,"Huechuraba","Metropolitana",13107,78
"30144",2020-06-06,"Illapel","Coquimbo",4201,0
"30145",2020-06-06,"Independencia","Metropolitana",13108,147
"30146",2020-06-06,"Iquique","Tarapaca",1101,47
"30147",2020-06-06,"Isla de Maipo","Metropolitana",13603,8
"30148",2020-06-06,"Isla de Pascua","Valparaiso",5201,0
"30149",2020-06-06,"Juan Fernandez","Valparaiso",5104,0
"30150",2020-06-06,"La Cisterna","Metropolitana",13109,60
"30151",2020-06-06,"La Cruz","Valparaiso",5504,1
"30152",2020-06-06,"La Estrella","Del Libertador General Bernardo O’Higgins",6202,0
"30153",2020-06-06,"La Florida","Metropolitana",13110,187
"30154",2020-06-06,"La Granja","Metropolitana",13111,100
"30155",2020-06-06,"La Higuera","Coquimbo",4104,0
"30156",2020-06-06,"La Ligua","Valparaiso",5401,10
"30157",2020-06-06,"La Pintana","Metropolitana",13112,132
"30158",2020-06-06,"La Reina","Metropolitana",13113,30
"30159",2020-06-06,"La Serena","Coquimbo",4101,12
"30160",2020-06-06,"La Union","Los Rios",14201,4
"30161",2020-06-06,"Lago Ranco","Los Rios",14203,2
"30162",2020-06-06,"Lago Verde","Aysen",11102,0
"30163",2020-06-06,"Laguna Blanca","Magallanes y la Antartica",12102,0
"30164",2020-06-06,"Laja","Biobio",8304,1
"30165",2020-06-06,"Lampa","Metropolitana",13302,30
"30166",2020-06-06,"Lanco","Los Rios",14103,2
"30167",2020-06-06,"Las Cabras","Del Libertador General Bernardo O’Higgins",6107,3
"30168",2020-06-06,"Las Condes","Metropolitana",13114,126
"30169",2020-06-06,"Lautaro","La Araucania",9108,4
"30170",2020-06-06,"Lebu","Biobio",8201,0
"30171",2020-06-06,"Licanten","Maule",7303,1
"30172",2020-06-06,"Limache","Valparaiso",5802,6
"30173",2020-06-06,"Linares","Maule",7401,8
"30174",2020-06-06,"Litueche","Del Libertador General Bernardo O’Higgins",6203,1
"30175",2020-06-06,"Llaillay","Valparaiso",5703,3
"30176",2020-06-06,"Llanquihue","Los Lagos",10107,1
"30177",2020-06-06,"Lo Barnechea","Metropolitana",13115,30
"30178",2020-06-06,"Lo Espejo","Metropolitana",13116,70
"30179",2020-06-06,"Lo Prado","Metropolitana",13117,62
"30180",2020-06-06,"Lolol","Del Libertador General Bernardo O’Higgins",6304,0
"30181",2020-06-06,"Loncoche","La Araucania",9109,0
"30182",2020-06-06,"Longavi","Maule",7403,6
"30183",2020-06-06,"Lonquimay","La Araucania",9205,1
"30184",2020-06-06,"Los Alamos","Biobio",8206,0
"30185",2020-06-06,"Los Andes","Valparaiso",5301,6
"30186",2020-06-06,"Los Angeles","Biobio",8301,5
"30187",2020-06-06,"Los Lagos","Los Rios",14104,2
"30188",2020-06-06,"Los Muermos","Los Lagos",10106,0
"30189",2020-06-06,"Los Sauces","La Araucania",9206,0
"30190",2020-06-06,"Los Vilos","Coquimbo",4203,1
"30191",2020-06-06,"Lota","Biobio",8106,1
"30192",2020-06-06,"Lumaco","La Araucania",9207,0
"30193",2020-06-06,"Machali","Del Libertador General Bernardo O’Higgins",6108,5
"30194",2020-06-06,"Macul","Metropolitana",13118,74
"30195",2020-06-06,"Mafil","Los Rios",14105,0
"30196",2020-06-06,"Maipu","Metropolitana",13119,211
"30197",2020-06-06,"Malloa","Del Libertador General Bernardo O’Higgins",6109,2
"30198",2020-06-06,"Marchihue","Del Libertador General Bernardo O’Higgins",6204,0
"30199",2020-06-06,"Maria Elena","Antofagasta",2302,3
"30200",2020-06-06,"Maria Pinto","Metropolitana",13504,2
"30201",2020-06-06,"Mariquina","Los Rios",14106,3
"30202",2020-06-06,"Maule","Maule",7105,3
"30203",2020-06-06,"Maullin","Los Lagos",10108,1
"30204",2020-06-06,"Mejillones","Antofagasta",2102,5
"30205",2020-06-06,"Melipeuco","La Araucania",9110,0
"30206",2020-06-06,"Melipilla","Metropolitana",13501,38
"30207",2020-06-06,"Molina","Maule",7304,3
"30208",2020-06-06,"Monte Patria","Coquimbo",4303,1
"30209",2020-06-06,"Mostazal","Del Libertador General Bernardo O’Higgins",6110,3
"30210",2020-06-06,"Mulchen","Biobio",8305,2
"30211",2020-06-06,"Nacimiento","Biobio",8306,2
"30212",2020-06-06,"Nancagua","Del Libertador General Bernardo O’Higgins",6305,2
"30213",2020-06-06,"Natales","Magallanes y la Antartica",12401,4
"30214",2020-06-06,"Navidad","Del Libertador General Bernardo O’Higgins",6205,1
"30215",2020-06-06,"Negrete","Biobio",8307,2
"30216",2020-06-06,"Ninhue","Nuble",16204,0
"30217",2020-06-06,"Niquen","Nuble",16303,3
"30218",2020-06-06,"Nogales","Valparaiso",5506,4
"30219",2020-06-06,"Nueva Imperial","La Araucania",9111,5
"30220",2020-06-06,"Nunoa","Metropolitana",13120,95
"30221",2020-06-06,"OHiggins","Aysen",11302,0
"30222",2020-06-06,"Olivar","Del Libertador General Bernardo O’Higgins",6111,2
"30223",2020-06-06,"Ollague","Antofagasta",2202,0
"30224",2020-06-06,"Olmue","Valparaiso",5803,2
"30225",2020-06-06,"Osorno","Los Lagos",10301,12
"30226",2020-06-06,"Ovalle","Coquimbo",4301,4
"30227",2020-06-06,"Padre Hurtado","Metropolitana",13604,21
"30228",2020-06-06,"Padre Las Casas","La Araucania",9112,7
"30229",2020-06-06,"Paiguano","Coquimbo",4105,0
"30230",2020-06-06,"Paillaco","Los Rios",14107,0
"30231",2020-06-06,"Paine","Metropolitana",13404,13
"30232",2020-06-06,"Palena","Los Lagos",10404,0
"30233",2020-06-06,"Palmilla","Del Libertador General Bernardo O’Higgins",6306,0
"30234",2020-06-06,"Panguipulli","Los Rios",14108,3
"30235",2020-06-06,"Panquehue","Valparaiso",5704,1
"30236",2020-06-06,"Papudo","Valparaiso",5403,1
"30237",2020-06-06,"Paredones","Del Libertador General Bernardo O’Higgins",6206,0
"30238",2020-06-06,"Parral","Maule",7404,0
"30239",2020-06-06,"Pedro Aguirre Cerda","Metropolitana",13121,76
"30240",2020-06-06,"Pelarco","Maule",7106,1
"30241",2020-06-06,"Pelluhue","Maule",7203,1
"30242",2020-06-06,"Pemuco","Nuble",16105,0
"30243",2020-06-06,"Penaflor","Metropolitana",13605,37
"30244",2020-06-06,"Penalolen","Metropolitana",13122,140
"30245",2020-06-06,"Pencahue","Maule",7107,1
"30246",2020-06-06,"Penco","Biobio",8107,0
"30247",2020-06-06,"Peralillo","Del Libertador General Bernardo O’Higgins",6307,1
"30248",2020-06-06,"Perquenco","La Araucania",9113,0
"30249",2020-06-06,"Petorca","Valparaiso",5404,0
"30250",2020-06-06,"Peumo","Del Libertador General Bernardo O’Higgins",6112,0
"30251",2020-06-06,"Pica","Tarapaca",1405,0
"30252",2020-06-06,"Pichidegua","Del Libertador General Bernardo O’Higgins",6113,1
"30253",2020-06-06,"Pichilemu","Del Libertador General Bernardo O’Higgins",6201,2
"30254",2020-06-06,"Pinto","Nuble",16106,0
"30255",2020-06-06,"Pirque","Metropolitana",13202,13
"30256",2020-06-06,"Pitrufquen","La Araucania",9114,1
"30257",2020-06-06,"Placilla","Del Libertador General Bernardo O’Higgins",6308,0
"30258",2020-06-06,"Portezuelo","Nuble",16205,0
"30259",2020-06-06,"Porvenir","Magallanes y la Antartica",12301,0
"30260",2020-06-06,"Pozo Almonte","Tarapaca",1401,1
"30261",2020-06-06,"Primavera","Magallanes y la Antartica",12302,0
"30262",2020-06-06,"Providencia","Metropolitana",13123,65
"30263",2020-06-06,"Puchuncavi","Valparaiso",5105,4
"30264",2020-06-06,"Pucon","La Araucania",9115,0
"30265",2020-06-06,"Pudahuel","Metropolitana",13124,92
"30266",2020-06-06,"Puente Alto","Metropolitana",13201,258
"30267",2020-06-06,"Puerto Montt","Los Lagos",10101,2
"30268",2020-06-06,"Puerto Octay","Los Lagos",10302,1
"30269",2020-06-06,"Puerto Varas","Los Lagos",10109,0
"30270",2020-06-06,"Pumanque","Del Libertador General Bernardo O’Higgins",6309,0
"30271",2020-06-06,"Punitaqui","Coquimbo",4304,2
"30272",2020-06-06,"Punta Arenas","Magallanes y la Antartica",12101,35
"30273",2020-06-06,"Puqueldon","Los Lagos",10206,0
"30274",2020-06-06,"Puren","La Araucania",9208,3
"30275",2020-06-06,"Purranque","Los Lagos",10303,0
"30276",2020-06-06,"Putaendo","Valparaiso",5705,2
"30277",2020-06-06,"Putre","Arica y Parinacota",15201,0
"30278",2020-06-06,"Puyehue","Los Lagos",10304,0
"30279",2020-06-06,"Queilen","Los Lagos",10207,0
"30280",2020-06-06,"Quellon","Los Lagos",10208,1
"30281",2020-06-06,"Quemchi","Los Lagos",10209,0
"30282",2020-06-06,"Quilaco","Biobio",8308,0
"30283",2020-06-06,"Quilicura","Metropolitana",13125,75
"30284",2020-06-06,"Quilleco","Biobio",8309,0
"30285",2020-06-06,"Quillon","Nuble",16107,3
"30286",2020-06-06,"Quillota","Valparaiso",5501,10
"30287",2020-06-06,"Quilpue","Valparaiso",5801,18
"30288",2020-06-06,"Quinchao","Los Lagos",10210,1
"30289",2020-06-06,"Quinta de Tilcoco","Del Libertador General Bernardo O’Higgins",6114,0
"30290",2020-06-06,"Quinta Normal","Metropolitana",13126,78
"30291",2020-06-06,"Quintero","Valparaiso",5107,7
"30292",2020-06-06,"Quirihue","Nuble",16201,2
"30293",2020-06-06,"Rancagua","Del Libertador General Bernardo O’Higgins",6101,25
"30294",2020-06-06,"Ranquil","Nuble",16206,0
"30295",2020-06-06,"Rauco","Maule",7305,0
"30296",2020-06-06,"Recoleta","Metropolitana",13127,167
"30297",2020-06-06,"Renaico","La Araucania",9209,2
"30298",2020-06-06,"Renca","Metropolitana",13128,86
"30299",2020-06-06,"Rengo","Del Libertador General Bernardo O’Higgins",6115,7
"30300",2020-06-06,"Requinoa","Del Libertador General Bernardo O’Higgins",6116,0
"30301",2020-06-06,"Retiro","Maule",7405,1
"30302",2020-06-06,"Rinconada","Valparaiso",5303,1
"30303",2020-06-06,"Rio Bueno","Los Rios",14204,3
"30304",2020-06-06,"Rio Claro","Maule",7108,2
"30305",2020-06-06,"Rio Hurtado","Coquimbo",4305,1
"30306",2020-06-06,"Rio Ibanez","Aysen",11402,0
"30307",2020-06-06,"Rio Negro","Los Lagos",10305,2
"30308",2020-06-06,"Rio Verde","Magallanes y la Antartica",12103,0
"30309",2020-06-06,"Romeral","Maule",7306,5
"30310",2020-06-06,"Saavedra","La Araucania",9116,1
"30311",2020-06-06,"Sagrada Familia","Maule",7307,2
"30312",2020-06-06,"Salamanca","Coquimbo",4204,2
"30313",2020-06-06,"San Antonio","Valparaiso",5601,37
"30314",2020-06-06,"San Bernardo","Metropolitana",13401,130
"30315",2020-06-06,"San Carlos","Nuble",16301,4
"30316",2020-06-06,"San Clemente","Maule",7109,3
"30317",2020-06-06,"San Esteban","Valparaiso",5304,2
"30318",2020-06-06,"San Fabian","Nuble",16304,0
"30319",2020-06-06,"San Felipe","Valparaiso",5701,8
"30320",2020-06-06,"San Fernando","Del Libertador General Bernardo O’Higgins",6301,3
"30321",2020-06-06,"San Gregorio","Magallanes y la Antartica",12104,0
"30322",2020-06-06,"San Ignacio","Nuble",16108,1
"30323",2020-06-06,"San Javier","Maule",7406,3
"30324",2020-06-06,"San Joaquin","Metropolitana",13129,60
"30325",2020-06-06,"San Jose de Maipo","Metropolitana",13203,4
"30326",2020-06-06,"San Juan de la Costa","Los Lagos",10306,1
"30327",2020-06-06,"San Miguel","Metropolitana",13130,82
"30328",2020-06-06,"San Nicolas","Nuble",16305,1
"30329",2020-06-06,"San Pablo","Los Lagos",10307,2
"30330",2020-06-06,"San Pedro","Metropolitana",13505,1
"30331",2020-06-06,"San Pedro de Atacama","Antofagasta",2203,0
"30332",2020-06-06,"San Pedro de la Paz","Biobio",8108,6
"30333",2020-06-06,"San Rafael","Maule",7110,0
"30334",2020-06-06,"San Ramon","Metropolitana",13131,96
"30335",2020-06-06,"San Rosendo","Biobio",8310,0
"30336",2020-06-06,"San Vicente","Del Libertador General Bernardo O’Higgins",6117,5
"30337",2020-06-06,"Santa Barbara","Biobio",8311,0
"30338",2020-06-06,"Santa Cruz","Del Libertador General Bernardo O’Higgins",6310,1
"30339",2020-06-06,"Santa Juana","Biobio",8109,1
"30340",2020-06-06,"Santa Maria","Valparaiso",5706,0
"30341",2020-06-06,"Santiago","Metropolitana",13101,184
"30342",2020-06-06,"Santo Domingo","Valparaiso",5606,1
"30343",2020-06-06,"Sierra Gorda","Antofagasta",2103,0
"30344",2020-06-06,"Talagante","Metropolitana",13601,16
"30345",2020-06-06,"Talca","Maule",7101,16
"30346",2020-06-06,"Talcahuano","Biobio",8110,8
"30347",2020-06-06,"Taltal","Antofagasta",2104,2
"30348",2020-06-06,"Temuco","La Araucania",9101,41
"30349",2020-06-06,"Teno","Maule",7308,3
"30350",2020-06-06,"Teodoro Schmidt","La Araucania",9117,1
"30351",2020-06-06,"Tierra Amarilla","Atacama",3103,0
"30352",2020-06-06,"Tiltil","Metropolitana",13303,5
"30353",2020-06-06,"Timaukel","Magallanes y la Antartica",12303,0
"30354",2020-06-06,"Tirua","Biobio",8207,0
"30355",2020-06-06,"Tocopilla","Antofagasta",2301,1
"30356",2020-06-06,"Tolten","La Araucania",9118,2
"30357",2020-06-06,"Tome","Biobio",8111,3
"30358",2020-06-06,"Torres del Paine","Magallanes y la Antartica",12402,0
"30359",2020-06-06,"Tortel","Aysen",11303,0
"30360",2020-06-06,"Traiguen","La Araucania",9210,1
"30361",2020-06-06,"Treguaco","Nuble",16207,1
"30362",2020-06-06,"Tucapel","Biobio",8312,0
"30363",2020-06-06,"Valdivia","Los Rios",14101,9
