"","comuna","region","codigo_comuna","oportunidad_comuna","oportunidad_region","oportunidad_pais","semana","dia"
"5148","La Pintana","Metropolitana",13112,0.680672268907563,0.569399350649351,0.657202319012933,32,2020-08-05
"5149","La Reina","Metropolitana",13113,0.538461538461538,0.569399350649351,0.657202319012933,32,2020-08-05
"5150","Lampa","Metropolitana",13302,0.725,0.569399350649351,0.657202319012933,32,2020-08-05
"5151","Las Condes","Metropolitana",13114,0.392857142857143,0.569399350649351,0.657202319012933,32,2020-08-05
"5152","Lo Barnechea","Metropolitana",13115,0.225,0.569399350649351,0.657202319012933,32,2020-08-05
"5153","Lo Espejo","Metropolitana",13116,0.421052631578947,0.569399350649351,0.657202319012933,32,2020-08-05
"5154","Lo Prado","Metropolitana",13117,0.7,0.569399350649351,0.657202319012933,32,2020-08-05
"5155","Macul","Metropolitana",13118,0.363636363636364,0.569399350649351,0.657202319012933,32,2020-08-05
"5156","Maipu","Metropolitana",13119,0.532786885245902,0.569399350649351,0.657202319012933,32,2020-08-05
"5157","Maria Pinto","Metropolitana",13504,NA,0.569399350649351,0.657202319012933,32,2020-08-05
"5158","Melipilla","Metropolitana",13501,0.818181818181818,0.569399350649351,0.657202319012933,32,2020-08-05
"5159","Nunoa","Metropolitana",13120,0.491228070175439,0.569399350649351,0.657202319012933,32,2020-08-05
"5160","Padre Hurtado","Metropolitana",13604,0.533333333333333,0.569399350649351,0.657202319012933,32,2020-08-05
"5161","Paine","Metropolitana",13404,0.75,0.569399350649351,0.657202319012933,32,2020-08-05
"5162","Pedro Aguirre Cerda","Metropolitana",13121,0.620689655172414,0.569399350649351,0.657202319012933,32,2020-08-05
"5163","Penaflor","Metropolitana",13605,0.619047619047619,0.569399350649351,0.657202319012933,32,2020-08-05
"5164","Penalolen","Metropolitana",13122,0.544117647058823,0.569399350649351,0.657202319012933,32,2020-08-05
"5165","Pirque","Metropolitana",13202,0.833333333333333,0.569399350649351,0.657202319012933,32,2020-08-05
"5166","Providencia","Metropolitana",13123,0.689655172413793,0.569399350649351,0.657202319012933,32,2020-08-05
"5167","Pudahuel","Metropolitana",13124,0.428571428571429,0.569399350649351,0.657202319012933,32,2020-08-05
"5168","Puente Alto","Metropolitana",13201,0.637209302325581,0.569399350649351,0.657202319012933,32,2020-08-05
"5169","Quilicura","Metropolitana",13125,0.558441558441558,0.569399350649351,0.657202319012933,32,2020-08-05
"5170","Quinta Normal","Metropolitana",13126,0.842105263157895,0.569399350649351,0.657202319012933,32,2020-08-05
"5171","Recoleta","Metropolitana",13127,0.519480519480519,0.569399350649351,0.657202319012933,32,2020-08-05
"5172","Renca","Metropolitana",13128,0.4921875,0.569399350649351,0.657202319012933,32,2020-08-05
"5173","San Bernardo","Metropolitana",13401,0.546666666666667,0.569399350649351,0.657202319012933,32,2020-08-05
"5174","San Joaquin","Metropolitana",13129,0.555555555555556,0.569399350649351,0.657202319012933,32,2020-08-05
"5175","San Jose de Maipo","Metropolitana",13203,0.272727272727273,0.569399350649351,0.657202319012933,32,2020-08-05
"5176","San Miguel","Metropolitana",13130,0.552631578947368,0.569399350649351,0.657202319012933,32,2020-08-05
"5177","San Pedro","Metropolitana",13505,0.666666666666667,0.569399350649351,0.657202319012933,32,2020-08-05
"5178","San Ramon","Metropolitana",13131,0.647058823529412,0.569399350649351,0.657202319012933,32,2020-08-05
"5179","Santiago","Metropolitana",13101,0.4375,0.569399350649351,0.657202319012933,32,2020-08-05
"5180","Talagante","Metropolitana",13601,0.5625,0.569399350649351,0.657202319012933,32,2020-08-05
"5181","Tiltil","Metropolitana",13303,0.5,0.569399350649351,0.657202319012933,32,2020-08-05
"5182","Vitacura","Metropolitana",13132,0.571428571428571,0.569399350649351,0.657202319012933,32,2020-08-05
"5183","Desconocido Metropolitana","Metropolitana",0,NA,0.569399350649351,0.657202319012933,32,2020-08-05
"5184","Chepica","O’Higgins",6302,0.5,0.583743842364532,0.657202319012933,32,2020-08-05
"5185","Chimbarongo","O’Higgins",6303,0.25,0.583743842364532,0.657202319012933,32,2020-08-05
"5186","Codegua","O’Higgins",6102,1,0.583743842364532,0.657202319012933,32,2020-08-05
"5187","Coinco","O’Higgins",6103,0.5,0.583743842364532,0.657202319012933,32,2020-08-05
"5188","Coltauco","O’Higgins",6104,0.789473684210526,0.583743842364532,0.657202319012933,32,2020-08-05
"5189","Donihue","O’Higgins",6105,0.666666666666667,0.583743842364532,0.657202319012933,32,2020-08-05
"5190","Graneros","O’Higgins",6106,0.833333333333333,0.583743842364532,0.657202319012933,32,2020-08-05
"5191","La Estrella","O’Higgins",6202,NA,0.583743842364532,0.657202319012933,32,2020-08-05
"5192","Las Cabras","O’Higgins",6107,0.466666666666667,0.583743842364532,0.657202319012933,32,2020-08-05
"5193","Litueche","O’Higgins",6203,NA,0.583743842364532,0.657202319012933,32,2020-08-05
"5194","Lolol","O’Higgins",6304,NA,0.583743842364532,0.657202319012933,32,2020-08-05
"5195","Machali","O’Higgins",6108,0.833333333333333,0.583743842364532,0.657202319012933,32,2020-08-05
"5196","Malloa","O’Higgins",6109,0.666666666666667,0.583743842364532,0.657202319012933,32,2020-08-05
"5197","Marchihue","O’Higgins",6204,NA,0.583743842364532,0.657202319012933,32,2020-08-05
"5198","Mostazal","O’Higgins",6110,0.666666666666667,0.583743842364532,0.657202319012933,32,2020-08-05
"5199","Nancagua","O’Higgins",6305,0.714285714285714,0.583743842364532,0.657202319012933,32,2020-08-05
"5200","Navidad","O’Higgins",6205,NA,0.583743842364532,0.657202319012933,32,2020-08-05
"5201","Olivar","O’Higgins",6111,0.444444444444444,0.583743842364532,0.657202319012933,32,2020-08-05
"5202","Palmilla","O’Higgins",6306,1,0.583743842364532,0.657202319012933,32,2020-08-05
"5203","Paredones","O’Higgins",6206,NA,0.583743842364532,0.657202319012933,32,2020-08-05
"5204","Peralillo","O’Higgins",6307,NA,0.583743842364532,0.657202319012933,32,2020-08-05
"5205","Peumo","O’Higgins",6112,0.6,0.583743842364532,0.657202319012933,32,2020-08-05
"5206","Pichidegua","O’Higgins",6113,0.375,0.583743842364532,0.657202319012933,32,2020-08-05
"5207","Pichilemu","O’Higgins",6201,1,0.583743842364532,0.657202319012933,32,2020-08-05
"5208","Placilla","O’Higgins",6308,1,0.583743842364532,0.657202319012933,32,2020-08-05
"5209","Pumanque","O’Higgins",6309,NA,0.583743842364532,0.657202319012933,32,2020-08-05
"5210","Quinta de Tilcoco","O’Higgins",6114,0.166666666666667,0.583743842364532,0.657202319012933,32,2020-08-05
"5211","Rancagua","O’Higgins",6101,0.676691729323308,0.583743842364532,0.657202319012933,32,2020-08-05
"5212","Rengo","O’Higgins",6115,0.325581395348837,0.583743842364532,0.657202319012933,32,2020-08-05
"5213","Requinoa","O’Higgins",6116,0.666666666666667,0.583743842364532,0.657202319012933,32,2020-08-05
"5214","San Fernando","O’Higgins",6301,0.666666666666667,0.583743842364532,0.657202319012933,32,2020-08-05
"5215","San Vicente","O’Higgins",6117,0.491228070175439,0.583743842364532,0.657202319012933,32,2020-08-05
"5216","Santa Cruz","O’Higgins",6310,0.5,0.583743842364532,0.657202319012933,32,2020-08-05
"5217","Desconocido O’Higgins","O’Higgins",0,NA,0.583743842364532,0.657202319012933,32,2020-08-05
"5218","Alto Hospicio","Tarapacá",1107,0.673913043478261,0.6875,0.657202319012933,32,2020-08-05
"5219","Camina","Tarapacá",1402,1,0.6875,0.657202319012933,32,2020-08-05
"5220","Colchane","Tarapacá",1403,NA,0.6875,0.657202319012933,32,2020-08-05
"5221","Huara","Tarapacá",1404,NA,0.6875,0.657202319012933,32,2020-08-05
"5222","Iquique","Tarapacá",1101,0.653465346534653,0.6875,0.657202319012933,32,2020-08-05
"5223","Pica","Tarapacá",1405,0.8,0.6875,0.657202319012933,32,2020-08-05
"5224","Pozo Almonte","Tarapacá",1401,0.826086956521739,0.6875,0.657202319012933,32,2020-08-05
"5225","Desconocido Tarapaca","Tarapacá",0,NA,0.6875,0.657202319012933,32,2020-08-05
"5226","Algarrobo","Valparaíso",5602,NA,0.710801393728223,0.657202319012933,32,2020-08-05
"5227","Cabildo","Valparaíso",5402,0.5,0.710801393728223,0.657202319012933,32,2020-08-05
"5228","Calera","Valparaíso",5502,0.787234042553192,0.710801393728223,0.657202319012933,32,2020-08-05
"5229","Calle Larga","Valparaíso",5302,1,0.710801393728223,0.657202319012933,32,2020-08-05
"5230","Cartagena","Valparaíso",5603,NA,0.710801393728223,0.657202319012933,32,2020-08-05
"5231","Casablanca","Valparaíso",5102,0.666666666666667,0.710801393728223,0.657202319012933,32,2020-08-05
"5232","Catemu","Valparaíso",5702,0.818181818181818,0.710801393728223,0.657202319012933,32,2020-08-05
"5233","Concon","Valparaíso",5103,0.833333333333333,0.710801393728223,0.657202319012933,32,2020-08-05
"5234","El Quisco","Valparaíso",5604,1,0.710801393728223,0.657202319012933,32,2020-08-05
"5235","El Tabo","Valparaíso",5605,NA,0.710801393728223,0.657202319012933,32,2020-08-05
"5236","Hijuelas","Valparaíso",5503,0.545454545454545,0.710801393728223,0.657202319012933,32,2020-08-05
"5237","Isla de Pascua","Valparaíso",5201,NA,0.710801393728223,0.657202319012933,32,2020-08-05
"5238","Juan Fernandez","Valparaíso",5104,NA,0.710801393728223,0.657202319012933,32,2020-08-05
"5239","La Cruz","Valparaíso",5504,0.461538461538462,0.710801393728223,0.657202319012933,32,2020-08-05
"5240","La Ligua","Valparaíso",5401,0.5,0.710801393728223,0.657202319012933,32,2020-08-05
"5241","Limache","Valparaíso",5802,0.727272727272727,0.710801393728223,0.657202319012933,32,2020-08-05
"5242","Llaillay","Valparaíso",5703,0.285714285714286,0.710801393728223,0.657202319012933,32,2020-08-05
"5243","Los Andes","Valparaíso",5301,0.727272727272727,0.710801393728223,0.657202319012933,32,2020-08-05
"5244","Nogales","Valparaíso",5506,0.928571428571429,0.710801393728223,0.657202319012933,32,2020-08-05
"5245","Olmue","Valparaíso",5803,0.681818181818182,0.710801393728223,0.657202319012933,32,2020-08-05
"5246","Panquehue","Valparaíso",5704,1,0.710801393728223,0.657202319012933,32,2020-08-05
"5247","Papudo","Valparaíso",5403,0.333333333333333,0.710801393728223,0.657202319012933,32,2020-08-05
"5248","Petorca","Valparaíso",5404,NA,0.710801393728223,0.657202319012933,32,2020-08-05
"5249","Puchuncavi","Valparaíso",5105,0.5,0.710801393728223,0.657202319012933,32,2020-08-05
"5250","Putaendo","Valparaíso",5705,0.555555555555556,0.710801393728223,0.657202319012933,32,2020-08-05
"5251","Quillota","Valparaíso",5501,0.717948717948718,0.710801393728223,0.657202319012933,32,2020-08-05
"5252","Quilpue","Valparaíso",5801,0.78125,0.710801393728223,0.657202319012933,32,2020-08-05
"5253","Quintero","Valparaíso",5107,NA,0.710801393728223,0.657202319012933,32,2020-08-05
"5254","Rinconada","Valparaíso",5303,NA,0.710801393728223,0.657202319012933,32,2020-08-05
"5255","San Antonio","Valparaíso",5601,0.578947368421053,0.710801393728223,0.657202319012933,32,2020-08-05
"5256","San Esteban","Valparaíso",5304,NA,0.710801393728223,0.657202319012933,32,2020-08-05
"5257","San Felipe","Valparaíso",5701,0.846153846153846,0.710801393728223,0.657202319012933,32,2020-08-05
"5258","Santa Maria","Valparaíso",5706,NA,0.710801393728223,0.657202319012933,32,2020-08-05
"5259","Santo Domingo","Valparaíso",5606,NA,0.710801393728223,0.657202319012933,32,2020-08-05
"5260","Valparaiso","Valparaíso",5101,0.76,0.710801393728223,0.657202319012933,32,2020-08-05
"5261","Villa Alemana","Valparaíso",5804,0.548387096774194,0.710801393728223,0.657202319012933,32,2020-08-05
"5262","Vina del Mar","Valparaíso",5109,0.722222222222222,0.710801393728223,0.657202319012933,32,2020-08-05
"5263","Zapallar","Valparaíso",5405,0.625,0.710801393728223,0.657202319012933,32,2020-08-05
"5264","Desconocido Valparaiso","Valparaíso",0,NA,0.710801393728223,0.657202319012933,32,2020-08-05
"5265","Bulnes","Ñuble",16102,1,0.816666666666667,0.657202319012933,32,2020-08-05
"5266","Chillan","Ñuble",16101,0.695652173913043,0.816666666666667,0.657202319012933,32,2020-08-05
"5267","Chillan Viejo","Ñuble",16103,0.777777777777778,0.816666666666667,0.657202319012933,32,2020-08-05
"5268","Cobquecura","Ñuble",16202,1,0.816666666666667,0.657202319012933,32,2020-08-05
"5269","Coelemu","Ñuble",16203,1,0.816666666666667,0.657202319012933,32,2020-08-05
"5270","Coihueco","Ñuble",16302,1,0.816666666666667,0.657202319012933,32,2020-08-05
"5271","El Carmen","Ñuble",16104,NA,0.816666666666667,0.657202319012933,32,2020-08-05
"5272","Ninhue","Ñuble",16204,0,0.816666666666667,0.657202319012933,32,2020-08-05
"5273","Niquen","Ñuble",16303,1,0.816666666666667,0.657202319012933,32,2020-08-05
"5274","Pemuco","Ñuble",16105,1,0.816666666666667,0.657202319012933,32,2020-08-05
"5275","Pinto","Ñuble",16106,0.666666666666667,0.816666666666667,0.657202319012933,32,2020-08-05
"5276","Portezuelo","Ñuble",16205,1,0.816666666666667,0.657202319012933,32,2020-08-05
"5277","Quillon","Ñuble",16107,0.8,0.816666666666667,0.657202319012933,32,2020-08-05
"5278","Quirihue","Ñuble",16201,0.571428571428571,0.816666666666667,0.657202319012933,32,2020-08-05
"5279","Ranquil","Ñuble",16206,1,0.816666666666667,0.657202319012933,32,2020-08-05
"5280","San Carlos","Ñuble",16301,1,0.816666666666667,0.657202319012933,32,2020-08-05
"5281","San Fabian","Ñuble",16304,NA,0.816666666666667,0.657202319012933,32,2020-08-05
"5282","San Ignacio","Ñuble",16108,NA,0.816666666666667,0.657202319012933,32,2020-08-05
"5283","San Nicolas","Ñuble",16305,1,0.816666666666667,0.657202319012933,32,2020-08-05
"5284","Treguaco","Ñuble",16207,1,0.816666666666667,0.657202319012933,32,2020-08-05
"5285","Yungay","Ñuble",16109,1,0.816666666666667,0.657202319012933,32,2020-08-05
"5286","Desconocido Nuble","Ñuble",0,NA,0.816666666666667,0.657202319012933,32,2020-08-05
"5287","Antofagasta","Antofagasta",2101,0.699551569506726,0.73374613003096,0.721424677448664,33,2020-08-12
"5288","Calama","Antofagasta",2201,0.826086956521739,0.73374613003096,0.721424677448664,33,2020-08-12
"5289","Maria Elena","Antofagasta",2302,0,0.73374613003096,0.721424677448664,33,2020-08-12
"5290","Mejillones","Antofagasta",2102,1,0.73374613003096,0.721424677448664,33,2020-08-12
"5291","Ollague","Antofagasta",2202,NA,0.73374613003096,0.721424677448664,33,2020-08-12
"5292","San Pedro de Atacama","Antofagasta",2203,0.714285714285714,0.73374613003096,0.721424677448664,33,2020-08-12
"5293","Sierra Gorda","Antofagasta",2103,NA,0.73374613003096,0.721424677448664,33,2020-08-12
"5294","Taltal","Antofagasta",2104,0.8,0.73374613003096,0.721424677448664,33,2020-08-12
"5295","Tocopilla","Antofagasta",2301,0.666666666666667,0.73374613003096,0.721424677448664,33,2020-08-12
"5296","Desconocido Antofagasta","Antofagasta",0,NA,0.73374613003096,0.721424677448664,33,2020-08-12
"5297","Angol","Araucanía",9201,0.714285714285714,0.742268041237113,0.721424677448664,33,2020-08-12
"5298","Carahue","Araucanía",9102,0.777777777777778,0.742268041237113,0.721424677448664,33,2020-08-12
"5299","Cholchol","Araucanía",9121,NA,0.742268041237113,0.721424677448664,33,2020-08-12
"5300","Collipulli","Araucanía",9202,0.607142857142857,0.742268041237113,0.721424677448664,33,2020-08-12
"5301","Cunco","Araucanía",9103,0.8,0.742268041237113,0.721424677448664,33,2020-08-12
"5302","Curacautin","Araucanía",9203,NA,0.742268041237113,0.721424677448664,33,2020-08-12
"5303","Curarrehue","Araucanía",9104,NA,0.742268041237113,0.721424677448664,33,2020-08-12
"5304","Ercilla","Araucanía",9204,1,0.742268041237113,0.721424677448664,33,2020-08-12
"5305","Freire","Araucanía",9105,NA,0.742268041237113,0.721424677448664,33,2020-08-12
"5306","Galvarino","Araucanía",9106,NA,0.742268041237113,0.721424677448664,33,2020-08-12
"5307","Gorbea","Araucanía",9107,NA,0.742268041237113,0.721424677448664,33,2020-08-12
"5308","Lautaro","Araucanía",9108,0.5,0.742268041237113,0.721424677448664,33,2020-08-12
"5309","Loncoche","Araucanía",9109,NA,0.742268041237113,0.721424677448664,33,2020-08-12
"5310","Lonquimay","Araucanía",9205,NA,0.742268041237113,0.721424677448664,33,2020-08-12
"5311","Los Sauces","Araucanía",9206,NA,0.742268041237113,0.721424677448664,33,2020-08-12
"5312","Lumaco","Araucanía",9207,1,0.742268041237113,0.721424677448664,33,2020-08-12
"5313","Melipeuco","Araucanía",9110,NA,0.742268041237113,0.721424677448664,33,2020-08-12
"5314","Nueva Imperial","Araucanía",9111,0.857142857142857,0.742268041237113,0.721424677448664,33,2020-08-12
"5315","Padre Las Casas","Araucanía",9112,0.714285714285714,0.742268041237113,0.721424677448664,33,2020-08-12
"5316","Perquenco","Araucanía",9113,1,0.742268041237113,0.721424677448664,33,2020-08-12
"5317","Pitrufquen","Araucanía",9114,NA,0.742268041237113,0.721424677448664,33,2020-08-12
"5318","Pucon","Araucanía",9115,NA,0.742268041237113,0.721424677448664,33,2020-08-12
"5319","Puren","Araucanía",9208,NA,0.742268041237113,0.721424677448664,33,2020-08-12
"5320","Renaico","Araucanía",9209,NA,0.742268041237113,0.721424677448664,33,2020-08-12
"5321","Saavedra","Araucanía",9116,NA,0.742268041237113,0.721424677448664,33,2020-08-12
"5322","Temuco","Araucanía",9101,1,0.742268041237113,0.721424677448664,33,2020-08-12
"5323","Teodoro Schmidt","Araucanía",9117,NA,0.742268041237113,0.721424677448664,33,2020-08-12
"5324","Tolten","Araucanía",9118,NA,0.742268041237113,0.721424677448664,33,2020-08-12
"5325","Traiguen","Araucanía",9210,0,0.742268041237113,0.721424677448664,33,2020-08-12
"5326","Victoria","Araucanía",9211,0.666666666666667,0.742268041237113,0.721424677448664,33,2020-08-12
"5327","Vilcun","Araucanía",9119,1,0.742268041237113,0.721424677448664,33,2020-08-12
"5328","Villarrica","Araucanía",9120,1,0.742268041237113,0.721424677448664,33,2020-08-12
"5329","Desconocido Araucania","Araucanía",0,NA,0.742268041237113,0.721424677448664,33,2020-08-12
"5330","Arica","Arica y Parinacota",15101,0.850220264317181,0.739776951672863,0.721424677448664,33,2020-08-12
"5331","Camarones","Arica y Parinacota",15102,0,0.739776951672863,0.721424677448664,33,2020-08-12
"5332","General Lagos","Arica y Parinacota",15202,0.125,0.739776951672863,0.721424677448664,33,2020-08-12
"5333","Putre","Arica y Parinacota",15201,1,0.739776951672863,0.721424677448664,33,2020-08-12
"5334","Desconocido Arica y Parinacota","Arica y Parinacota",0,NA,0.739776951672863,0.721424677448664,33,2020-08-12
"5335","Alto del Carmen","Atacama",3302,0.923076923076923,0.676880222841226,0.721424677448664,33,2020-08-12
"5336","Caldera","Atacama",3102,0.68,0.676880222841226,0.721424677448664,33,2020-08-12
"5337","Chanaral","Atacama",3201,1,0.676880222841226,0.721424677448664,33,2020-08-12
"5338","Copiapo","Atacama",3101,0.602620087336245,0.676880222841226,0.721424677448664,33,2020-08-12
"5339","Diego de Almagro","Atacama",3202,0.894736842105263,0.676880222841226,0.721424677448664,33,2020-08-12
"5340","Freirina","Atacama",3303,0.888888888888889,0.676880222841226,0.721424677448664,33,2020-08-12
"5341","Huasco","Atacama",3304,0.714285714285714,0.676880222841226,0.721424677448664,33,2020-08-12
"5342","Tierra Amarilla","Atacama",3103,0.823529411764706,0.676880222841226,0.721424677448664,33,2020-08-12
"5343","Vallenar","Atacama",3301,0.771428571428571,0.676880222841226,0.721424677448664,33,2020-08-12
"5344","Desconocido Atacama","Atacama",0,NA,0.676880222841226,0.721424677448664,33,2020-08-12
"5345","Aysén","Aysén",11201,0.666666666666667,0.666666666666667,0.721424677448664,33,2020-08-12
"5346","Chile Chico","Aysén",11401,NA,0.666666666666667,0.721424677448664,33,2020-08-12
"5347","Cisnes","Aysén",11202,NA,0.666666666666667,0.721424677448664,33,2020-08-12
"5348","Cochrane","Aysén",11301,NA,0.666666666666667,0.721424677448664,33,2020-08-12
"5349","Coyhaique","Aysén",11101,NA,0.666666666666667,0.721424677448664,33,2020-08-12
"5350","Guaitecas","Aysén",11203,NA,0.666666666666667,0.721424677448664,33,2020-08-12
"5351","Lago Verde","Aysén",11102,NA,0.666666666666667,0.721424677448664,33,2020-08-12
"5352","OHiggins","Aysén",11302,NA,0.666666666666667,0.721424677448664,33,2020-08-12
"5353","Rio Ibanez","Aysén",11402,NA,0.666666666666667,0.721424677448664,33,2020-08-12
"5354","Tortel","Aysén",11303,NA,0.666666666666667,0.721424677448664,33,2020-08-12
"5355","Desconocido Aysen","Aysén",0,NA,0.666666666666667,0.721424677448664,33,2020-08-12
"5356","Alto Biobio","Biobío",8314,NA,0.796733212341198,0.721424677448664,33,2020-08-12
"5357","Antuco","Biobío",8302,1,0.796733212341198,0.721424677448664,33,2020-08-12
"5358","Arauco","Biobío",8202,1,0.796733212341198,0.721424677448664,33,2020-08-12
"5359","Cabrero","Biobío",8303,1,0.796733212341198,0.721424677448664,33,2020-08-12
"5360","Canete","Biobío",8203,0.818181818181818,0.796733212341198,0.721424677448664,33,2020-08-12
"5361","Chiguayante","Biobío",8103,0.777777777777778,0.796733212341198,0.721424677448664,33,2020-08-12
"5362","Concepcion","Biobío",8101,0.818965517241379,0.796733212341198,0.721424677448664,33,2020-08-12
"5363","Contulmo","Biobío",8204,1,0.796733212341198,0.721424677448664,33,2020-08-12
"5364","Coronel","Biobío",8102,0.59375,0.796733212341198,0.721424677448664,33,2020-08-12
"5365","Curanilahue","Biobío",8205,1,0.796733212341198,0.721424677448664,33,2020-08-12
"5366","Florida","Biobío",8104,1,0.796733212341198,0.721424677448664,33,2020-08-12
"5367","Hualpen","Biobío",8112,0.936170212765957,0.796733212341198,0.721424677448664,33,2020-08-12
"5368","Hualqui","Biobío",8105,0.666666666666667,0.796733212341198,0.721424677448664,33,2020-08-12
"5369","Laja","Biobío",8304,0.75,0.796733212341198,0.721424677448664,33,2020-08-12
"5370","Lebu","Biobío",8201,1,0.796733212341198,0.721424677448664,33,2020-08-12
"5371","Los Alamos","Biobío",8206,0.833333333333333,0.796733212341198,0.721424677448664,33,2020-08-12
"5372","Los Angeles","Biobío",8301,0.733333333333333,0.796733212341198,0.721424677448664,33,2020-08-12
"5373","Lota","Biobío",8106,1,0.796733212341198,0.721424677448664,33,2020-08-12
"5374","Mulchen","Biobío",8305,0.75,0.796733212341198,0.721424677448664,33,2020-08-12
"5375","Nacimiento","Biobío",8306,0.428571428571429,0.796733212341198,0.721424677448664,33,2020-08-12
"5376","Negrete","Biobío",8307,1,0.796733212341198,0.721424677448664,33,2020-08-12
"5377","Penco","Biobío",8107,0.8,0.796733212341198,0.721424677448664,33,2020-08-12
"5378","Quilaco","Biobío",8308,NA,0.796733212341198,0.721424677448664,33,2020-08-12
"5379","Quilleco","Biobío",8309,0.75,0.796733212341198,0.721424677448664,33,2020-08-12
"5380","San Pedro de la Paz","Biobío",8108,0.789473684210526,0.796733212341198,0.721424677448664,33,2020-08-12
"5381","San Rosendo","Biobío",8310,NA,0.796733212341198,0.721424677448664,33,2020-08-12
"5382","Santa Barbara","Biobío",8311,1,0.796733212341198,0.721424677448664,33,2020-08-12
"5383","Santa Juana","Biobío",8109,1,0.796733212341198,0.721424677448664,33,2020-08-12
"5384","Talcahuano","Biobío",8110,0.788732394366197,0.796733212341198,0.721424677448664,33,2020-08-12
"5385","Tirua","Biobío",8207,NA,0.796733212341198,0.721424677448664,33,2020-08-12
"5386","Tome","Biobío",8111,0.7,0.796733212341198,0.721424677448664,33,2020-08-12
"5387","Tucapel","Biobío",8312,0.5,0.796733212341198,0.721424677448664,33,2020-08-12
"5388","Yumbel","Biobío",8313,1,0.796733212341198,0.721424677448664,33,2020-08-12
"5389","Desconocido Biobio","Biobío",0,NA,0.796733212341198,0.721424677448664,33,2020-08-12
"5390","Andacollo","Coquimbo",4103,1,0.585131894484412,0.721424677448664,33,2020-08-12
"5391","Canela","Coquimbo",4202,1,0.585131894484412,0.721424677448664,33,2020-08-12
"5392","Combarbala","Coquimbo",4302,0,0.585131894484412,0.721424677448664,33,2020-08-12
"5393","Coquimbo","Coquimbo",4102,0.668831168831169,0.585131894484412,0.721424677448664,33,2020-08-12
"5394","Illapel","Coquimbo",4201,0.8,0.585131894484412,0.721424677448664,33,2020-08-12
"5395","La Higuera","Coquimbo",4104,1,0.585131894484412,0.721424677448664,33,2020-08-12
"5396","La Serena","Coquimbo",4101,0.56140350877193,0.585131894484412,0.721424677448664,33,2020-08-12
"5397","Los Vilos","Coquimbo",4203,0.636363636363636,0.585131894484412,0.721424677448664,33,2020-08-12
"5398","Monte Patria","Coquimbo",4303,0.736842105263158,0.585131894484412,0.721424677448664,33,2020-08-12
"5399","Ovalle","Coquimbo",4301,0.421875,0.585131894484412,0.721424677448664,33,2020-08-12
"5400","Paiguano","Coquimbo",4105,NA,0.585131894484412,0.721424677448664,33,2020-08-12
"5401","Punitaqui","Coquimbo",4304,0.714285714285714,0.585131894484412,0.721424677448664,33,2020-08-12
"5402","Rio Hurtado","Coquimbo",4305,1,0.585131894484412,0.721424677448664,33,2020-08-12
"5403","Salamanca","Coquimbo",4204,0.75,0.585131894484412,0.721424677448664,33,2020-08-12
"5404","Vicuna","Coquimbo",4106,0.333333333333333,0.585131894484412,0.721424677448664,33,2020-08-12
"5405","Desconocido Coquimbo","Coquimbo",0,NA,0.585131894484412,0.721424677448664,33,2020-08-12
"5406","Ancud","Los Lagos",10202,NA,0.753731343283582,0.721424677448664,33,2020-08-12
"5407","Calbuco","Los Lagos",10102,0.526315789473684,0.753731343283582,0.721424677448664,33,2020-08-12
"5408","Castro","Los Lagos",10201,NA,0.753731343283582,0.721424677448664,33,2020-08-12
"5409","Chaiten","Los Lagos",10401,1,0.753731343283582,0.721424677448664,33,2020-08-12
"5410","Chonchi","Los Lagos",10203,NA,0.753731343283582,0.721424677448664,33,2020-08-12
"5411","Cochamo","Los Lagos",10103,NA,0.753731343283582,0.721424677448664,33,2020-08-12
"5412","Curaco de Velez","Los Lagos",10204,NA,0.753731343283582,0.721424677448664,33,2020-08-12
"5413","Dalcahue","Los Lagos",10205,NA,0.753731343283582,0.721424677448664,33,2020-08-12
"5414","Fresia","Los Lagos",10104,1,0.753731343283582,0.721424677448664,33,2020-08-12
"5415","Frutillar","Los Lagos",10105,1,0.753731343283582,0.721424677448664,33,2020-08-12
"5416","Futaleufu","Los Lagos",10402,NA,0.753731343283582,0.721424677448664,33,2020-08-12
"5417","Hualaihue","Los Lagos",10403,0,0.753731343283582,0.721424677448664,33,2020-08-12
"5418","Llanquihue","Los Lagos",10107,0.727272727272727,0.753731343283582,0.721424677448664,33,2020-08-12
"5419","Los Muermos","Los Lagos",10106,0.5,0.753731343283582,0.721424677448664,33,2020-08-12
"5420","Maullin","Los Lagos",10108,0.777777777777778,0.753731343283582,0.721424677448664,33,2020-08-12
"5421","Osorno","Los Lagos",10301,0.82051282051282,0.753731343283582,0.721424677448664,33,2020-08-12
"5422","Palena","Los Lagos",10404,1,0.753731343283582,0.721424677448664,33,2020-08-12
"5423","Puerto Montt","Los Lagos",10101,0.753521126760563,0.753731343283582,0.721424677448664,33,2020-08-12
"5424","Puerto Octay","Los Lagos",10302,1,0.753731343283582,0.721424677448664,33,2020-08-12
"5425","Puerto Varas","Los Lagos",10109,0.7,0.753731343283582,0.721424677448664,33,2020-08-12
"5426","Puqueldon","Los Lagos",10206,NA,0.753731343283582,0.721424677448664,33,2020-08-12
"5427","Purranque","Los Lagos",10303,0.875,0.753731343283582,0.721424677448664,33,2020-08-12
"5428","Puyehue","Los Lagos",10304,0.666666666666667,0.753731343283582,0.721424677448664,33,2020-08-12
